Key,Source,type,ko,en,es,zh-cn,zh-tw
itemDesc_105_000012,겨울의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,겨울의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Winter Statue or craft a potion.,Sirve para destruir una estatua de invierno o para preparar una poción.,用于摧毁冬日石像或制作药水。,用於摧毀冬日石像或製作藥水。
itemDesc_105_000013,혹독한 겨울의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,혹독한 겨울의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Harsh Winter Statue or craft a potion.,Sirve para destruir una estatua de invierno helado o para preparar una poción.,用于摧毁凛冽的冬日石像或制作药水。,用於摧毀酷寒冬日石像或製作藥水。
itemDesc_105_000014,신전의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,신전의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Temple Statue or craft a potion.,Sirve para destruir una estatua del templo o para preparar una poción.,用于摧毁神殿石像或制作药水。,用於摧毀神殿石像或製作藥水。
itemDesc_105_000015,신비한 신전의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,신비한 신전의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Mysterious Temple Statue or craft a potion.,Sirve para destruir una estatua del templo misterioso o para preparar una poción.,用于摧毁神秘的神殿石像或制作药水。,用於摧毀神秘的神殿石像或製作藥水。
itemDesc_105_000016,온천의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,온천의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Hot Springs Statue or craft a potion.,Sirve para destruir una estatua de aguas termales o para preparar una poción.,用于摧毁温泉石像或制作药水。,用於摧毀溫泉石像或製作藥水。
itemDesc_105_000017,뜨끈한 온천의 석상을 부수거나 물약을 제작할 때 사용됩니다.,,뜨끈한 온천의 석상을 부수거나 물약을 제작할 때 사용됩니다.,Used to destroy a Steamy Hot Springs Statue or craft a potion.,Sirve para destruir una estatua de aguas termales vaporosas o para preparar una poción.,用于摧毁热乎乎的温泉石像或制作药水。,用於摧毀熱呼呼的溫泉石像或製作藥水。
itemName_3_000001,소울 에그 (Lv. 1 ~ 5),,소울 에그 (Lv. 1 ~ 5),Soul Egg (Lv. 1-5),Huevo álmico (Nv. 1-5),灵魂蛋（Lv. 1 ~ 5）,靈魂蛋(Lv.1 ~ 5)
itemName_3_000002,소울 에그 (Lv. 6 ~ 10),,소울 에그 (Lv. 6 ~ 10),Soul Egg (Lv. 6-10),Huevo álmico (Nv. 6-10),灵魂蛋（Lv. 6 ~ 10）,靈魂蛋(Lv.6 ~ 10)
itemName_3_000003,소울 에그 (Lv. 11 ~ 15),,소울 에그 (Lv. 11 ~ 15),Soul Egg (Lv. 11-15),Huevo álmico (Nv. 11-15),灵魂蛋（Lv. 11 ~ 15）,靈魂蛋(Lv.11 ~ 15)
itemName_3_000004,소울 에그 (Lv. 16 ~ 20),,소울 에그 (Lv. 16 ~ 20),Soul Egg (Lv. 16-20),Huevo álmico (Nv. 16-20),灵魂蛋（Lv. 16 ~ 20）,靈魂蛋(Lv.16 ~ 20)
itemName_3_000005,소울 에그 (Lv. 21 ~ 25),,소울 에그 (Lv. 21 ~ 25),Soul Egg (Lv. 21-25),Huevo álmico (Nv. 21-25),灵魂蛋（Lv. 21 ~ 25）,靈魂蛋(Lv.21 ~ 25)
itemName_3_000006,소울 에그 (Lv. 26 ~ 30),,소울 에그 (Lv. 26 ~ 30),Soul Egg (Lv. 26-30),Huevo álmico (Nv. 26-30),灵魂蛋（Lv. 26 ~ 30）,靈魂蛋(Lv.26 ~ 30)
itemName_3_000007,소울 에그 (Lv. 31 ~ 35),,소울 에그 (Lv. 31 ~ 35),Soul Egg (Lv. 31-35),Huevo álmico (Nv. 31-35),灵魂蛋（Lv. 31 ~ 35）,靈魂蛋(Lv.31 ~ 35)
itemName_3_000008,소울 에그 (Lv. 36 ~ 40),,소울 에그 (Lv. 36 ~ 40),Soul Egg (Lv. 36-40),Huevo álmico (Nv. 36-40),灵魂蛋（Lv. 36 ~ 40）,靈魂蛋(Lv.36 ~ 40)
itemName_3_000009,소울 에그 (Lv. 41 ~ 45),,소울 에그 (Lv. 41 ~ 45),Soul Egg (Lv. 41-45),Huevo álmico (Nv. 41-45),灵魂蛋（Lv. 41 ~ 45）,靈魂蛋(Lv.41 ~ 45)
itemName_3_100001,소울 에그 (Lv. 1),,소울 에그 (Lv. 1),Soul Egg (Lv. 1),Huevo álmico (Nv. 1),灵魂蛋（Lv. 1）,靈魂蛋(Lv.1)
itemName_3_100002,소울 에그 (Lv. 5),,소울 에그 (Lv. 5),Soul Egg (Lv. 5),Huevo álmico (Nv. 5),灵魂蛋（Lv. 5）,靈魂蛋(Lv.5)
itemName_3_100003,소울 에그 (Lv. 10),,소울 에그 (Lv. 10),Soul Egg (Lv. 10),Huevo álmico (Nv. 10),灵魂蛋（Lv. 10）,靈魂蛋(Lv.10)
itemName_3_100004,소울 에그 (Lv. 15),,소울 에그 (Lv. 15),Soul Egg (Lv. 15),Huevo álmico (Nv. 15),灵魂蛋（Lv. 15）,靈魂蛋(Lv.15)
itemName_3_100005,소울 에그 (Lv. 20),,소울 에그 (Lv. 20),Soul Egg (Lv. 20),Huevo álmico (Nv. 20),灵魂蛋（Lv. 20）,靈魂蛋(Lv.20)
itemName_3_100006,소울 에그 (Lv. 25),,소울 에그 (Lv. 25),Soul Egg (Lv. 25),Huevo álmico (Nv. 25),灵魂蛋（Lv. 25）,靈魂蛋(Lv.25)
itemName_4_000001,주문서,,주문서,Scroll,Pergamino,咒语书,卷軸
itemName_5_000001,기본 대미지 스킨,,기본 대미지 스킨,Standard Damage Skin,Aspecto de daño básico,默认伤害皮肤,基本傷害外型
itemName_5_000002,기본 명찰,,기본 명찰,Standard Label,Etiqueta básica,默认名牌,基本名牌
itemName_5_000003,기본 말풍선,,기본 말풍선,Standard Chat Bubble,Globo de diálogo básico,默认对话框,基本聊天泡泡
itemName_5_000004,검은 사슬 대미지 스킨,,검은 사슬 대미지 스킨,Living Chains Damage Skin,Aspecto de daño de Cadenas vivas,黑色锁链伤害皮肤,黑暗鎖鏈傷害外型
itemName_5_000005,검은 마법사 명찰,,검은 마법사 명찰,Black Mage Label,Etiqueta del Mago Negro,黑色魔法师名牌,黑魔法師名牌
itemName_5_000006,검은 마법사 말풍선,,검은 마법사 말풍선,Black Mage Chat Bubble,Globo de diálogo del Mago Negro,黑色魔法师对话框,黑魔法師聊天泡泡
itemName_5_000007,꿀꿀 대미지 스킨,,꿀꿀 대미지 스킨,Little Oinkers Damage Skin,Aspecto de daño de pequeños cerditos,猪猪伤害皮肤,豬豬傷害外型
itemName_5_000008,꿀꿀 명찰,,꿀꿀 명찰,Little Oinkers Label,Etiqueta de pequeños cerditos,猪猪名牌,豬豬名牌
itemName_5_000009,꿀꿀 말풍선,,꿀꿀 말풍선,Little Oinkers Chat Bubble,Globo de diálogo de pequeños cerditos,猪猪对话框,豬豬聊天泡泡
itemName_5_000011,크리스마스 리스 명찰,,크리스마스 리스 명찰,Maplemas Wreath Label,Etiqueta de corona de Navidad de Maple,圣诞节花环名牌,聖誕花環名牌
itemName_5_000012,크리스마스 리스 말풍선,,크리스마스 리스 말풍선,Maplemas Wreath Chat Bubble,Globo de diálogo de corona de Navidad de Maple,圣诞节花环对话框,聖誕花環聊天泡泡
itemName_5_000014,호양이 명찰,,호양이 명찰,Kitty Label,Etiqueta de gatito,虎喵名牌,喵喵名牌
itemName_5_000015,호양이 말풍선,,호양이 말풍선,Kitty Chat Bubble,Globo de diálogo de gatito,虎喵对话框,喵喵聊天泡泡
itemName_5_000017,꿀벌 명찰,,꿀벌 명찰,Honeybee Label,Etiqueta de abeja,蜜蜂名牌,蜜蜂名牌
itemName_5_000018,꿀벌 말풍선,,꿀벌 말풍선,Honeybee Chat Bubble,Globo de diálogo de abeja,蜜蜂对话框,蜜蜂聊天泡泡
itemName_5_000020,수박 명찰,,수박 명찰,Watermelon Label,Etiqueta de sandía,西瓜名牌,西瓜名牌
itemName_5_000021,수박 말풍선,,수박 말풍선,Watermelon Chat Bubble,Globo de diálogo de sandía,西瓜对话框,西瓜聊天泡泡
itemName_5_000023,파도 명찰,,파도 명찰,Waves Label,Etiqueta de ondas,波涛名牌,海浪名牌
itemName_5_000024,파도 말풍선,,파도 말풍선,Waves Chat Bubble,Globo de diálogo de ondas,波涛对话框,海浪聊天泡泡
itemName_5_000026,딸기 케이크 명찰,,딸기 케이크 명찰,Strawberry Cake Label,Etiqueta de pastel de fresas,草莓蛋糕名牌,草莓蛋糕名牌
itemName_5_000027,딸기 케이크 말풍선,,딸기 케이크 말풍선,Strawberry Cake Chat Bubble,Globo de diálogo tarta de fresas,草莓蛋糕对话框,草莓蛋糕聊天泡泡
itemName_5_000029,초월석 명찰,,초월석 명찰,Transcendence Stone Label,Etiqueta de piedra de la trascendencia,超越石名牌,超越石名牌
itemName_5_000030,초월석 말풍선,,초월석 말풍선,Transcendence Stone Chat Bubble,Globo de diálogo de piedra de la trascendencia,超越石对话框,超越石聊天泡泡
itemName_5_000032,파인애플 명찰,,파인애플 명찰,Pineapple Label,Etiqueta de piña,菠萝名牌,鳳梨名牌
itemName_5_000033,파인애플 말풍선,,파인애플 말풍선,Pineapple Chat Bubble,Globo de diálogo de piña,菠萝对话框,鳳梨聊天泡泡
itemName_5_000035,꽥꽥 오리 명찰,,꽥꽥 오리 명찰,Quack Quack Label,Etiqueta Cuac Cuac,嘎嘎鸭名牌,呱呱鴨名牌
itemName_5_000036,꽥꽥 오리 말풍선,,꽥꽥 오리 말풍선,Quack Quack Chat Bubble,Globo de diálogo cuac cuac,嘎嘎鸭对话框,呱呱鴨聊天泡泡
itemName_5_000038,천사 명찰,,천사 명찰,Angelic Label,Etiqueta angelical,天使名牌,天使名牌
itemName_5_000039,천사 말풍선,,천사 말풍선,Angelic Chat Bubble,Globo de diálogo angelical,天使对话框,天使聊天泡泡
itemName_5_000041,토끼 명찰,,토끼 명찰,Bunny Label,Etiqueta de conejo,兔子名牌,兔子名牌
itemName_5_000042,토끼 말풍선,,토끼 말풍선,Bunny Chat Bubble,Globo de diálogo de conejo,兔子对话框,兔子聊天泡泡
itemName_5_000044,몽키 바나나 명찰,,몽키 바나나 명찰,Mighty Banana Label,Etiqueta de banana poderosa,猴子香蕉名牌,蒙奇新鮮香蕉名牌
itemName_5_000045,몽키 바나나 말풍선,,몽키 바나나 말풍선,Mighty Banana Chat Bubble,Globo de diálogo de banana poderosa,猴子香蕉对话框,蒙奇新鮮香蕉聊天泡泡
itemName_5_000047,미라 명찰,,미라 명찰,Mummy Label,Etiqueta de momia,木乃伊名牌,木乃伊名牌
itemName_5_000048,미라 말풍선,,미라 말풍선,Mummy Chat Bubble,Globo de diálogo de momia,木乃伊对话框,木乃伊聊天泡泡
itemName_5_000049,스타 플래닛 대미지 스킨,,스타 플래닛 대미지 스킨,Star Planet Damage Skin,Aspecto de daño de planeta estelar,星球伤害皮肤,星球傷害外型
itemName_5_000050,스타 명찰,,스타 명찰,Starry Label,Etiqueta estrellada,星辰名牌,星星名牌
itemName_5_000051,스타 말풍선,,스타 말풍선,Starry Chat Bubble,Globo de diálogo estrellado,星辰对话框,星星聊天泡泡
itemName_5_000053,블루 리본 명찰,,블루 리본 명찰,Blue Ribbon Label,Etiqueta de cinta azul,蓝蝴蝶结名牌,藍蝴蝶結名牌
itemName_5_000056,꿈속의 설경 명찰,,꿈속의 설경 명찰,Snow Day Dream Label,Etiqueta de paisaje nevado,梦中雪景名牌,夢中的雪景名牌
itemName_5_000057,꿈속의 설경 말풍선,,꿈속의 설경 말풍선,Snow Day Dream Chat Bubble,Globo de diálogo de paisaje nevado,梦中雪景对话框,夢中的雪景聊天泡泡
itemName_5_000059,수묵화 명찰,,수묵화 명찰,Ink Painting Label,Etiqueta de pintura de tinta,水墨画名牌,水墨畫名牌
itemName_5_000060,수묵화 말풍선,,수묵화 말풍선,Ink Painting Chat Bubble,Globo de diálogo de pintura con tinta,水墨画对话框,水墨畫聊天泡泡
itemName_5_000062,태엽의 기사 명찰,,태엽의 기사 명찰,Clockwork Knight Ensemble Label,Etiqueta de caballero de relojería,发条骑士名牌,發條騎士名牌
itemName_5_000063,태엽의 기사 말풍선,,태엽의 기사 말풍선,Clockwork Knight Ensemble Chat Bubble,Globo de diálogo de caballero de relojería,发条骑士对话框,發條騎士聊天泡泡
itemName_5_000065,청사과 명찰,,청사과 명찰,Green Apple Label,Etiqueta de manzana verde,青苹果名牌,記錄和名牌戒指
itemName_5_000066,청사과 말풍선,,청사과 말풍선,Green Apple Chat Bubble,Globo de diálogo de manzana verde,青苹果对话框,記錄和聊天泡泡
itemName_5_000068,매화 명찰,,매화 명찰,Plum Blossom Label,Etiqueta de flor de ciruelo,梅花名牌,梅花名牌
itemName_5_000069,매화 말풍선,,매화 말풍선,Plum Blossom Chat Bubble,Globo de diálogo de flor de ciruelo,梅花对话框,梅花聊天泡泡
itemName_5_000070,병아리 대미지 스킨,,병아리 대미지 스킨,Chick Damage Skin,Aspecto de daño Pollito,小鸡伤害皮肤,小雞傷害外型
itemName_5_000071,병아리 명찰,,병아리 명찰,Chick Label,Etiqueta de pollito,小鸡名牌,小雞名牌
itemName_5_000072,병아리 말풍선,,병아리 말풍선,Chick Chat Bubble,Globo de diálogo de pollito,小鸡对话框,小雞聊天泡泡
itemName_5_000073,악보 대미지 스킨,,악보 대미지 스킨,Sheet Music Damage Skin,Aspecto de daño de música de hoja,乐谱伤害皮肤,樂譜傷害外型
itemName_5_000074,높은 음자리표 명찰,,높은 음자리표 명찰,Treble Clef Label,Etiqueta de clave de sol,高音谱号名牌,高音譜記號名牌
itemName_5_000075,높은 음자리표 말풍선,,높은 음자리표 말풍선,Treble Clef Chat Bubble,Globo de diálogo de clave de sol,高音谱号对话框,高音譜記號聊天泡泡
itemName_5_000077,개구리 명찰,,개구리 명찰,Frog Label,Etiqueta de rana,青蛙名牌,青蛙名牌
itemName_5_000078,개구리 말풍선,,개구리 말풍선,Frog Chat Bubble,Globo de diálogo de rana,青蛙对话框,青蛙聊天泡泡
