Key,Source,Note,ko,en,es,zh-cn,zh-tw
RankModeDesc,당신의 한계를 시험해보세요!\n* 단계마다 새로운 패널티를 만납니다.\n* 도달한 단계와 점수가 랭킹에 기록됩니다.\n* 랭킹과 패널티는 매 주마다 리셋됩니다.,Default Text,당신의 한계를 시험해보세요!\n* 단계마다 새로운 패널티를 만납니다.\n* 도달한 단계와 점수가 랭킹에 기록됩니다.\n* 랭킹과 패널티는 매 주마다 리셋됩니다.,Test your limits!\n* Every level includes a new penalty.\n* Your cleared levels and score will be added to the rankings.\n* Rankings and penalties reset every week.,¡Desafía tus límites!\n* Cada nivel incluye una nueva penalización.\n* Los niveles completados y el puntaje se agregará a las tablas clasificatorias.\n* Las tablas y las penalizaciones se restablecen cada semana.,来考验你的极限！\n* 每个阶段会面临新的惩罚。\n* 达到的阶段与分数将记录在排行榜上。\n* 排行榜与惩罚每周重置。,測驗自己的極限吧！\n*每個階段會遇到新懲罰。\n* 到達的階段和分數會記錄在排名上。\n* 排名和懲罰為每周重置。
ChallengeModeDesc,특별한 도전이 당신을 기다립니다.\n* 까다로운 조건을 해치고 각 단계를 돌파하세요.\n* 돌파할 때마다 강력한 보상을 받습니다.\n* 하루에 3번까지만 도전할 수 있어요.,Default Text,특별한 도전이 당신을 기다립니다.\n* 까다로운 조건을 해치고 각 단계를 돌파하세요.\n* 돌파할 때마다 강력한 보상을 받습니다.\n* 하루에 3번까지만 도전할 수 있어요.,A special challenge awaits you.\n* Overcome difficult conditions to clear each level.\n* Overcome challenges to obtain powerful rewards.\n* You can take on this challenge up to 3 times a day.,Te aguarda un desafío especial.\n* Supera las condiciones adversas para completar cada nivel.\n* Completa los desafíos para obtener poderosas recompensas.\n* Puedes afrontar este desafío hasta 3 veces al día.,特别的挑战在等待着你。\n* 满足复杂的完成条件，逐个击破每个阶段。\n* 每次成功突破时，可获得丰厚奖励。\n* 每天最多可以挑战3次。,特別的挑戰正等待著你。\n* 解決苛刻的條件後突破各階段。\n* 每當突破時，可獲得強大獎勵。\n* 一天最多可挑戰3次。
TutorialDesc,메이플 올스타 리그의 기본 규칙을 배워봅시다!,Default Text,메이플 올스타 리그의 기본 규칙을 배워봅시다!,Learn the basic rules of the Maple All-Star League!,¡Aprende las reglas en la liga de superestrellas Maple!,下面了解一下冒险岛全明星联赛的基本规则！,請學習楓之谷全明星競賽的基本規則！
ModeLockedDesc,감독 레벨 {0} 이상,Default Text,감독 레벨 {0} 이상,Director Level {0} or higher,Nivel del director {0} o superior,教练等级{0}级以上,監督等級{0}以上
FirstTimeClearReward,첫 클리어 보상,Default Text,첫 클리어 보상,First Clear Rewards,Recompensas de primera finalización,首次通关奖励,首次完成獎勵
FirstTimeClearReward_Desc,각 난이도를 처음 클리어하면 {0}만큼의 계정 경험치를 추가로 얻습니다.,Default Text,각 난이도를 처음 클리어하면 {0}만큼의 계정 경험치를 추가로 얻습니다.,Clear each difficulty for the first time to get {0} extra Account EXP.,Completa cada dificultad por primera vez para obtener {0} de EXP de la cuenta extra.,首次通关各难度时，可额外获得{0}账号经验值。,首次完成各難度時，會額外獲得相當於{0}的帳號經驗值。
ContinuingLastGame,지난 경기 이어하기,Default Text,지난 경기 이어하기,Continue Last Match,Continuar última partida,继续上一个比赛,接續先前比賽
ContinuingLastGame_Desc,진행 중이던 경기가 있습니다.\n이어 하시겠습니까?,Default Text,진행 중이던 경기가 있습니다.\n이어 하시겠습니까?,You have an unfinished saved match.\nWould you like to continue?,Tienes una partida guardada sin terminar.\n¿Quieres continuar?,存在进行中的比赛。\n是否继续？,有進行中的比賽。\n要接續進行嗎？
LastGameInfo,저장된 경기 정보,Default Text,저장된 경기 정보,Saved Match,Partida guardada,保存的比赛信息,儲存的比賽資訊
Continue,이어하기,Default Text,이어하기,Continue,Continuar,继续游戏,繼續
NewGame,새 경기,Default Text,새 경기,New Match,Nueva partida,新游戏,新遊戲
RemoveAndNewGame,지우고 새로 시작,Default Text,지우고 새로 시작,Erase and Start New,Borrar e Iniciar nuevo,删除并重新开始,清除後重新開始
Close,닫기,Default Text,닫기,Close,Cerrar,关闭,關閉
DealingDamageRate,가해량,Default Text,가해량,Damage Dealt,Daño infligido,伤害量,施加傷害量
TakingDamageRate,피해량,Default Text,피해량,Damage Taken,Daño recibido,伤害量,承受傷害量
Toast_TargetTileError,과감한 판단이네요! 하지만 지금은 지정된 위치에 놓아주세요!,Default Text,과감한 판단이네요! 하지만 지금은 지정된 위치에 놓아주세요!,"That's a bold move! But for now, please place that in the designated location!","¡Qué valentía! Pero, por ahora, ¡deja eso en la ubicación designada!",判断很果断！但现在还是把它放在指定位置上吧！,果決的判斷！但現在請放在指定位置！
Clear,클리어,Default Text,클리어,Clear,Restablecer,通关,完成
NoRecord,기록 없음,Default Text,기록 없음,No Records,Sin registros,无记录,無紀錄
NameTagName98,검은 마법사,Default Text,검은 마법사,Black Mage,Mago Negro,黑魔法师,黑魔法師
Round,라운드,Default Text,라운드,Round,Ronda,回合,回合
Stage,스테이지,Default Text,스테이지,Stage,Etapa,关卡,關卡
TutorialPinkbeanMessage_0084,메이플 올스타 리그는 나만의 메이플 캐릭터들을 모아\n팀을 꾸려 다른 팀과 승부를 겨루는 월드이야.\n초보자랑 슬라임이 한 팀이 될 수도 있지!,Default Text,메이플 올스타 리그는 나만의 메이플 캐릭터들을 모아\n팀을 꾸려 다른 팀과 승부를 겨루는 월드이야.\n초보자랑 슬라임이 한 팀이 될 수도 있지!,"In Maple All-Star League, you form a team of your very own\nMapleStory characters to fight other teams.\nYou can even have a Beginner and a Slime on the same team!","En la liga de superestrellas Maple, formas un equipo con tus propios\npersonajes de MapleStory para luchar contra otros equipos.\n¡Incluso puedes tener una Baba y un Principiante en el mismo equipo!",在冒险岛全明星联赛，你可以收集冒险岛角色，\n组建独一无二的队伍，与其他队伍一决高下。\n新手与绿水灵也可以成为你的队友哦！,楓之谷全明星競賽中，聚集了專屬於我的楓之谷角色，\n是一個組建隊伍和其他隊伍一決勝負的世界。\n新手跟綠水靈也有可能變成一隊呢！
TutorialPinkbeanMessage_0085,"다른 팀을 이기려면, 내 팀을 강하게 만들어야 해.\n지금부터 팀을 강하게 만드는 방법을 배워보자!",Default Text,"다른 팀을 이기려면, 내 팀을 강하게 만들어야 해.\n지금부터 팀을 강하게 만드는 방법을 배워보자!","To beat other teams, you need a powerful team of your own. Why don't I teach you how to do that?","Para derrotar a otros equipos, necesitas uno poderoso. ¿Y si te muestro cómo hacerlo?",想要打败其他队，就得先壮大你自己的队伍实力。\n下面来了解一下强化队伍的方法吧！,想戰勝其他隊伍，就必須壯大自己的隊伍。\n從現在起開始學習如何讓自己的隊伍變得更強大吧！
TutorialPinkbeanMessage_0086,"우리 팀을 강하게 만드는 방법은 3가지가 있어.\n경기를 진행하면서 순서대로 알려줄 테니, 잘 따라오도록!",Default Text,"우리 팀을 강하게 만드는 방법은 3가지가 있어.\n경기를 진행하면서 순서대로 알려줄 테니, 잘 따라오도록!","There are 3 ways to put together a powerful team.\nI'll explain as we go, okay? Stay sharp!","Hay 3 maneras de formar un equipo poderoso.\nTe lo explicaré mientras avanzamos, ¿sí? ¡Mantente alerta!",有3种强化队伍的方法可以选择。\n进行比赛时，我会依次教给你，要好好跟上进度！,有3種方法能讓我們的隊伍變得更加強大，\n我會依照順序告訴你，要跟上喔！
TutorialPinkbeanMessage_0087,코인은 경기 안에서 사용할 수 있는 화폐야.\n경기를 진행하다 보면 얻을 수 있지.\n자세한 건 나중에 설명해 줄게.,Default Text,코인은 경기 안에서 사용할 수 있는 화폐야.\n경기를 진행하다 보면 얻을 수 있지.\n자세한 건 나중에 설명해 줄게.,Coins are a currency you can earn by playing matches.\nI can explain all that in a bit.,Las monedas son una divisa que puedes obtener al jugar partidas.\nTe lo explicaré en un momento.,硬币是可以在比赛内使用的货币。\n你可以在进行比赛时获取这种货币。\n稍后再给你详细说明。,硬幣是可以用於比賽中的貨幣。\n可能會在比賽進行過程中獲得，\n詳情以後再告訴你。
TutorialPinkbeanMessage_0088,"잘했어! 구매한 캐릭터는 캐릭터 상점 위에 ""대기석""에 모이게 돼.\n대기석에 얌전히 있는 주황버섯이 보이지?",Default Text,"잘했어! 구매한 캐릭터는 캐릭터 상점 위에 ""대기석""에 모이게 돼.\n대기석에 얌전히 있는 주황버섯이 보이지?",Nice! Characters you buy will be put on standby above the Character Shop.\nSee that Orange Mushroom there on standby?,¡Bien hecho! Los personajes que compres se colocarán en la reserva sobre la tienda de personajes.\n¿Ves el hongo naranja en la reserva?,很好！购买的角色会聚集在角色商店上方的“等候位”上。\n能看到乖乖待在等候位上的橙蘑菇吧？,做得好！購買的角色會聚集在角色商店中的「等待席」。\n你有看到乖乖坐在等待席上的菇菇寶貝吧？
TutorialPinkbeanMessage_0089,전장에 놓인 유닛들만 전투에 참여한다는 걸 기억해.\n전투가 시작되면 내 유닛들이 지금 놓인 위치에서 전투를 시작해.,Default Text,전장에 놓인 유닛들만 전투에 참여한다는 걸 기억해.\n전투가 시작되면 내 유닛들이 지금 놓인 위치에서 전투를 시작해.,"Now, remember, your units have to be on the battlefield to fight.\nWherever you put them is where they'll fight when the battle starts.",Recuerda que las unidades tienen que estar en el campo de batalla para luchar.\nDondequiera que las pongas es donde pelearán cuando comience la batalla.,记住，只有部署在战场上的单位才会参与战斗。\n战斗开始时，你的单位会从当前的位置开始战斗。,別忘了，只有放在戰場上的英雄才可參與戰鬥。\n戰鬥開始時，自己的英雄就會從現在配置的位置展開戰鬥。
TutorialPinkbeanMessage_0090,"전투는 모두 자동으로 진행돼.\n우리는 팀을 강하게 만들고, 잘 배치만 해주면 된다는 말씀!",Default Text,"전투는 모두 자동으로 진행돼.\n우리는 팀을 강하게 만들고, 잘 배치만 해주면 된다는 말씀!","Battle starts automatically, so all you have to worry about is forming a strong team and putting them in advantageous spots.","La batalla comenzará de forma automática, así que solo tienes que preocuparte por formar un equipo fuerte y colocarlos en posiciones ventajosas.",所有的战斗都会自动进行。\n所以，我们只管强化队伍，然后好好部署就行了！,戰鬥都是自動進行的，\n也就是說我們只要讓隊伍變得更強大、好好組成隊伍就可以了！
TutorialPinkbeanMessage_0092,좋아! 우리가 이겼어!\n아주 잘했어!,Default Text,좋아! 우리가 이겼어!\n아주 잘했어!,"Ah, we won! Well done!","¡Ah, ganamos! ¡Buen trabajo!",太棒了！我们赢了！\n干得好！,好！我們贏了！\n非常好！
TutorialPinkbeanMessage_0096,그리고 팀 레벨만큼 배치 가능한 캐릭터 수가 늘어나.\n쪽수가 많은 쪽이 이길 확률이 더 높겠지?,Default Text,그리고 팀 레벨만큼 배치 가능한 캐릭터 수가 늘어나.\n쪽수가 많은 쪽이 이길 확률이 더 높겠지?,"The higher your Team Level, the more characters you can place, which should give your team an edge!","Cuanto mayor sea el nivel del equipo, más personajes puedes colocar, lo que debería darle una ventaja a tu equipo.",随着队伍等级提升，可部署的角色数也会随之增加。\n人多的一方胜率当然会更好，对吧？,隊伍等級越高，可以放置的角色數量就越多。\n畢竟人數越多越有利嘛。
TutorialPinkbeanMessage_0097,각 스테이지는 3번의 라운드로 구성되어 있어.\n우리는 방금 1-3라운드를 끝내서 2스테이지에 도달했지!,Default Text,각 스테이지는 3번의 라운드로 구성되어 있어.\n우리는 방금 1-3라운드를 끝내서 2스테이지에 도달했지!,Each Stage is composed of 3 Rounds. We just finished Rounds 1 to 3 and made it to Stage 2!,Cada etapa tiene 3 rondas. Acabamos de terminar las rondas 1 a 3 y llegamos a la etapa 2.,每个关卡内有3个回合。\n我们刚刚完成了1-3回合，所以来到了第2关卡。,每個關卡由3個回合組成。\n我們剛結束1-3回合抵達第2個關卡！
TutorialPinkbeanMessage_0098,한 번 더!,Default Text,한 번 더!,Again!,¡De nuevo!,再来一次！,再來一次！
TutorialPinkbeanMessage_0099,"짠! 팀 레벨이 올랐어!\n팀 레벨이 오르면 더 많은 아군을 배치할 수 있다고 했던 거, 기억나지?",Default Text,"짠! 팀 레벨이 올랐어!\n팀 레벨이 오르면 더 많은 아군을 배치할 수 있다고 했던 거, 기억나지?",Ta da! Your Team Level went up! Remember how I said you can place more characters when that happens?,¡Tachán! ¡Subió tu nivel de equipo! ¿Recuerdas que te dije que puedes colocar más personajes cuando pasa eso?,当当！队伍等级提升了！\n队伍等级提升的话就能部署更多我军成员，还记得吧？,噹噹！隊伍等級提升了！\n你記得我剛剛跟你說過，提升隊伍等級就可以放置更多我軍吧？
